YMD,STN_ID,LAT,LON,ALTD,TA_DAVG,TMX_DD,TMX_OCUR_TMA,TMN_DD,TMN_OCUR_TMA,MRNG_TMN,MRNG_TMN_OCUR_TMA,DYTM_TMX,DYTM_TMX_OCUR_TMA,NGHT_TMN,NGHT_TMN_OCUR_TMA
20250312,417,37.46551,126.90016,45.0,8.1,12.0,1321,6.3,0000,7.1,0539,12.0,1321,3.1,0738
20250312,418,37.52489,126.93904,10.7,8.7,12.3,1207,6.2,0531,6.2,0531,12.3,1207,3.2,0705
20250312,419,37.55236,126.98736,267.1,7.0,11.2,1150,4.6,2353,5.6,0421,11.2,1150,3.1,0434
20250312,421,37.54721,127.03885,34.7,8.9,12.4,1322,7.0,0512,7.0,0512,12.4,1322,4.5,0623
20250312,423,37.49328,126.82629,56.1,7.8,12.5,1307,5.7,0538,5.7,0538,12.5,1307,2.4,0739
20250312,424,37.63801,127.00981,69.8,7.9,13.1,1252,4.6,0244,5.2,0301,13.1,1252,0.7,0718
20250312,425,37.46347,126.98154,113.0,7.4,13.1,1221,4.6,0542,4.6,0542,13.1,1221,0.9,0557
20250313,108,37.57142,126.96580,85.7,8.9,15.0,1632,3.2,0703,3.2,0703,15.0,1632,5.0,0703
20250313,400,37.49820,127.08162,12.7,9.7,16.6,1509,2.7,0706,2.7,0706,16.6,1509,3.7,0647
20250313,401,37.48462,127.02601,33.0,9.1,15.1,1507,2.3,0617,2.3,0617,15.1,1507,4.7,0635
20250313,402,37.55556,127.14498,55.3,9.3,15.6,1511,2.7,0640,2.7,0640,15.6,1511,4.3,0708
20250313,403,37.47426,127.12538,54.0,9.6,15.6,1528,3.3,0631,3.3,0631,15.6,1528,7.1,0741
20250313,404,37.57390,126.82953,9.3,8.3,16.0,1620,2.9,0724,2.9,0724,16.0,1620,2.9,0634
20250313,405,37.52823,126.87937,22.8,9.0,14.8,1511,3.7,0720,3.7,0720,14.8,1511,6.0,0526
20250313,406,37.66557,127.03042,56.6,8.4,18.0,1404,0.5,0611,0.5,0611,18.0,1404,3.0,0652
20250313,407,37.62186,127.09192,25.3,6.7,16.4,1449,-2.0,0637,-2.0,0637,16.4,1449,-1.2,0556
20250313,408,37.58463,127.06036,54.0,9.8,16.1,1610,3.6,0700,3.6,0700,16.1,1610,6.1,0610
20250313,409,37.58551,127.08682,39.1,9.8,15.6,1609,3.7,0654,3.7,0654,15.6,1609,6.9,0716
20250313,410,37.49330,126.91746,41.8,7.8,13.7,1707,1.7,0718,1.7,0718,13.7,1707,3.8,0702
20250313,411,37.55165,126.92915,100.7,8.1,14.1,1420,2.9,0747,2.9,0747,14.1,1420,5.8,0641
20250313,412,37.57047,126.94078,103.1,7.8,15.3,1415,1.8,0724,1.8,0724,15.3,1415,4.5,0454
20250313,413,37.53344,127.08601,29.9,10.0,16.1,1525,4.5,0653,4.5,0653,16.1,1525,6.3,0617
20250313,414,37.61134,126.99981,128.6,8.9,14.5,1447,2.5,0651,2.5,0651,14.5,1447,5.4,0648
20250313,415,37.51955,126.97629,31.7,9.3,15.4,1631,3.5,0618,3.5,0618,15.4,1631,3.9,0709
20250313,416,37.64647,126.94273,55.0,6.0,14.8,1555,-1.8,0656,-1.8,0656,14.8,1555,-0.2,0628
20250313,417,37.46551,126.90016,45.0,8.9,15.0,1516,3.1,0738,3.1,0738,15.0,1516,6.9,0637
20250313,418,37.52489,126.93904,10.7,8.6,14.5,1529,3.2,0705,3.2,0705,14.5,1529,5.3,0518
20250313,419,37.55236,126.98736,267.1,8.1,13.5,1505,3.1,0434,3.1,0434,13.5,1505,6.2,0526
20250313,421,37.54721,127.03885,34.7,9.7,16.6,1516,4.5,0623,4.5,0623,16.6,1516,6.0,0636
20250313,423,37.49328,126.82629,56.1,8.6,15.7,1613,2.4,0739,2.4,0739,15.7,1613,3.7,0702
20250313,424,37.63801,127.00981,69.8,8.2,15.3,1449,0.7,0718,0.7,0718,15.3,1449,3.5,0633
20250313,425,37.46347,126.98154,113.0,8.1,14.7,1429,0.9,0557,0.9,0557,14.7,1429,4.3,0441
20250314,108,37.57142,126.96580,85.7,12.4,20.1,1515,5.0,0703,5.0,0703,20.1,1515,10.0,0709
20250314,400,37.49820,127.08162,12.7,12.3,19.8,1524,3.7,0647,3.7,0647,19.8,1524,9.9,0706
20250314,401,37.48462,127.02601,33.0,12.6,19.5,1423,4.7,0635,4.7,0635,19.5,1423,9.8,0701
20250314,402,37.55556,127.14498,55.3,12.1,18.7,1501,4.3,0708,4.3,0708,18.7,1501,9.5,0654
20250314,403,37.47426,127.12538,54.0,12.9,18.5,1509,7.1,0741,7.1,0741,18.5,1509,9.7,0702
20250314,404,37.57390,126.82953,9.3,11.4,19.1,1526,2.9,0634,2.9,0634,19.1,1526,9.6,0128
20250314,405,37.52823,126.87937,22.8,12.5,19.0,1520,6.0,0526,6.0,0526,19.0,1520,10.2,0705
20250314,406,37.66557,127.03042,56.6,11.4,21.4,1632,3.0,0652,3.0,0652,21.4,1632,8.5,0152
20250314,407,37.62186,127.09192,25.3,9.2,19.6,1546,-1.2,0556,-1.2,0556,19.6,1546,6.4,2213
20250314,408,37.58463,127.06036,54.0,12.8,19.0,1613,6.1,0610,6.1,0610,19.0,1613,9.8,0707
20250314,409,37.58551,127.08682,39.1,12.9,18.7,1545,6.9,0716,6.9,0716,18.7,1545,9.8,0643
20250314,410,37.49330,126.91746,41.8,11.4,18.8,1603,3.8,0702,3.8,0702,18.8,1603,8.7,0703
20250314,411,37.55165,126.92915,100.7,12.1,18.6,1452,5.8,0641,5.8,0641,18.6,1452,9.4,0707
20250314,412,37.57047,126.94078,103.1,11.6,19.3,1436,4.5,0454,4.5,0454,19.3,1436,9.3,0624
20250314,413,37.53344,127.08601,29.9,12.9,19.7,1451,6.3,0617,6.3,0617,19.7,1451,10.1,0609
20250314,414,37.61134,126.99981,128.6,11.8,19.0,1545,5.4,0648,5.4,0648,19.0,1545,9.3,0722
20250314,415,37.51955,126.97629,31.7,12.0,19.6,1610,3.9,0709,3.9,0709,19.6,1610,10.2,0703
20250314,416,37.64647,126.94273,55.0,9.2,19.3,1501,-0.2,0628,-0.2,0628,19.3,1501,5.7,2241
20250314,417,37.46551,126.90016,45.0,13.0,19.0,1456,6.9,0637,6.9,0637,19.0,1456,10.0,0734
20250314,418,37.52489,126.93904,10.7,11.8,18.4,1620,5.3,0518,5.3,0518,18.4,1620,10.1,0716
20250314,419,37.55236,126.98736,267.1,11.4,17.4,1629,6.2,0526,6.2,0526,17.4,1629,8.0,0629
20250314,421,37.54721,127.03885,34.7,12.9,19.2,1555,6.0,0636,6.0,0636,19.2,1555,10.1,0820
20250314,423,37.49328,126.82629,56.1,12.2,20.2,1453,3.7,0702,3.7,0702,20.2,1453,10.4,0103
20250314,424,37.63801,127.00981,69.8,11.2,18.6,1616,3.5,0633,3.5,0633,18.6,1616,8.1,0642
20250314,425,37.46347,126.98154,113.0,10.9,18.9,1606,4.3,0441,4.3,0441,18.9,1606,8.9,0312
20250315,108,37.57142,126.96580,85.7,12.6,17.2,1437,10.0,0709,10.0,0709,17.2,1437,5.0,0900
20250315,400,37.49820,127.08162,12.7,12.7,16.7,1352,9.9,0706,9.9,0706,16.7,1352,5.3,0855
20250315,401,37.48462,127.02601,33.0,12.4,17.0,1520,9.8,0701,9.8,0701,17.0,1520,5.2,0829
20250315,402,37.55556,127.14498,55.3,12.0,16.1,1413,9.5,0654,9.5,0654,16.1,1413,4.9,0855
20250315,403,37.47426,127.12538,54.0,12.3,16.3,1526,9.7,0702,9.7,0702,16.3,1526,4.9,0856
20250315,404,37.57390,126.82953,9.3,12.1,16.7,1610,9.6,0128,9.6,0346,16.7,1610,4.7,0900
20250315,405,37.52823,126.87937,22.8,12.3,16.4,1609,9.8,2323,10.2,0705,16.4,1609,5.0,0858
20250315,406,37.66557,127.03042,56.6,12.7,18.9,1457,8.5,0152,8.7,0339,18.9,1457,5.3,0853
20250315,407,37.62186,127.09192,25.3,11.9,16.7,1453,6.7,0125,7.0,0520,16.7,1453,4.8,0736
20250315,408,37.58463,127.06036,54.0,12.3,16.1,1428,9.8,0707,9.8,0707,16.1,1428,5.2,0851
20250315,409,37.58551,127.08682,39.1,12.2,16.1,1414,9.8,0643,9.8,0643,16.1,1414,5.4,0859
20250315,410,37.49330,126.91746,41.8,11.3,15.9,1438,8.5,2356,8.7,0703,15.9,1438,3.8,0859
20250315,411,37.55165,126.92915,100.7,11.5,16.0,1339,8.6,2337,9.4,0707,16.0,1339,4.1,0858
20250315,412,37.57047,126.94078,103.1,11.5,16.8,1511,8.7,2339,9.3,0624,16.8,1511,3.8,0855
20250315,413,37.53344,127.08601,29.9,12.8,17.1,1507,10.1,0609,10.1,0609,17.1,1507,5.4,0900
20250315,414,37.61134,126.99981,128.6,11.3,15.5,1601,8.9,2356,9.3,0722,15.5,1601,4.1,0839
20250315,415,37.51955,126.97629,31.7,12.6,17.0,1516,10.2,0703,10.2,0703,17.0,1516,5.6,0841
20250315,416,37.64647,126.94273,55.0,10.6,16.2,1453,6.9,0001,7.2,0648,16.2,1453,3.8,0852
20250315,417,37.46551,126.90016,45.0,12.3,16.6,1508,9.6,2359,10.0,0734,16.6,1508,5.3,0843
20250315,418,37.52489,126.93904,10.7,12.0,16.2,1616,10.1,0716,10.1,0716,16.2,1616,4.8,0900
20250315,419,37.55236,126.98736,267.1,10.2,14.6,1513,7.4,2346,8.0,0629,14.6,1513,2.4,0900
20250315,421,37.54721,127.03885,34.7,12.3,16.4,1641,9.9,2354,10.1,0820,16.4,1641,5.1,0900
20250315,423,37.49328,126.82629,56.1,12.3,17.6,1618,9.5,2316,10.4,0712,17.6,1618,5.0,0853
20250315,424,37.63801,127.00981,69.8,11.5,16.0,1507,8.1,0642,8.1,0642,16.0,1507,4.4,0833
20250315,425,37.46347,126.98154,113.0,11.3,16.0,1523,8.9,0312,8.9,0312,16.0,1523,4.1,0843
20250316,108,37.57142,126.96580,85.7,4.9,10.1,0001,1.3,2331,5.0,0900,6.6,1428,-1.3,0631
20250316,400,37.49820,127.08162,12.7,5.4,10.5,0004,2.3,2348,5.3,0855,8.1,1440,0.3,0654
20250316,401,37.48462,127.02601,33.0,5.1,9.9,0001,1.9,2357,5.2,0829,8.0,1520,0.3,0633
20250316,402,37.55556,127.14498,55.3,5.2,10.0,0001,1.8,2353,4.9,0855,8.2,1441,-0.3,0640
20250316,403,37.47426,127.12538,54.0,5.1,9.8,0001,2.1,2355,4.9,0856,7.1,1445,0.1,0637
20250316,404,37.57390,126.82953,9.3,5.1,9.9,0001,1.9,2344,4.7,0900,8.6,1457,-0.4,0648
20250316,405,37.52823,126.87937,22.8,5.1,9.7,0001,1.8,2348,5.0,0858,7.6,1429,-99.9,0638
20250316,406,37.66557,127.03042,56.6,4.9,10.5,0001,1.0,2350,5.3,0853,7.7,1554,-2.4,0646
20250316,407,37.62186,127.09192,25.3,5.1,10.7,0001,1.8,2354,4.8,0736,8.1,1440,-3.5,0444
20250316,408,37.58463,127.06036,54.0,5.1,10.2,0001,1.8,2358,5.2,0851,7.3,1525,-0.2,0626
20250316,409,37.58551,127.08682,39.1,5.3,10.4,0001,2.1,2347,5.4,0859,7.3,1455,0.3,0638
20250316,410,37.49330,126.91746,41.8,3.5,8.5,0001,-0.2,2347,3.8,0859,5.6,1525,-2.3,0642
20250316,411,37.55165,126.92915,100.7,4.0,9.0,0010,0.9,2328,4.1,0858,6.7,1509,-1.3,0641
20250316,412,37.57047,126.94078,103.1,4.0,9.0,0001,0.6,2353,3.8,0855,7.4,1505,-1.9,0408
20250316,413,37.53344,127.08601,29.9,5.3,10.4,0001,2.2,2349,5.4,0900,7.1,1446,0.3,0647
20250316,414,37.61134,126.99981,128.6,4.0,9.3,0054,0.8,2329,4.1,0839,6.2,1456,-1.1,0630
20250316,415,37.51955,126.97629,31.7,5.3,10.3,0005,2.1,2351,5.6,0841,7.2,1529,0.1,0741
20250316,416,37.64647,126.94273,55.0,3.5,9.0,0150,-2.1,2358,3.8,0852,7.1,1444,-5.0,0630
20250316,417,37.46551,126.90016,45.0,5.1,9.7,0006,2.0,2307,5.3,0843,7.6,1456,0.2,0632
20250316,418,37.52489,126.93904,10.7,5.0,10.5,0003,2.1,2330,4.8,0900,6.8,1521,0.2,0633
20250316,419,37.55236,126.98736,267.1,2.8,7.7,0006,-0.7,2331,2.4,0900,5.6,1505,-2.7,0647
20250316,421,37.54721,127.03885,34.7,5.1,9.9,0001,2.0,2343,5.1,0900,7.2,1433,-99.9,0618
20250316,423,37.49328,126.82629,56.1,5.1,9.6,0001,1.7,2350,5.0,0853,8.0,1422,-0.3,0642
20250316,424,37.63801,127.00981,69.8,4.2,9.4,0052,1.3,2318,4.4,0833,6.5,1442,-0.9,0705
20250316,425,37.46347,126.98154,113.0,3.9,9.1,0003,0.5,2332,4.1,0843,6.7,1548,-1.7,0534
20250317,108,37.57142,126.96580,85.7,2.5,6.8,1350,-1.3,0631,-1.3,0631,6.8,1350,0.3,0711
20250317,400,37.49820,127.08162,12.7,3.1,7.5,1349,0.3,0654,0.3,0654,7.5,1349,0.3,0038
20250317,401,37.48462,127.02601,33.0,3.1,7.4,1338,0.3,0633,0.3,0633,7.4,1338,0.1,0414
20250317,402,37.55556,127.14498,55.3,3.1,7.3,1336,-0.3,0640,-0.3,0640,7.3,1336,-0.5,0135
20250317,403,37.47426,127.12538,54.0,3.1,7.0,1513,0.1,0637,0.1,0637,7.0,1513,-99.9,0129
20250317,404,37.57390,126.82953,9.3,3.1,7.1,1400,-0.4,0648,-0.4,0648,7.1,1400,0.4,0835
20250317,405,37.52823,126.87937,22.8,2.8,6.5,1356,-99.9,0638,-99.9,0638,6.5,1356,0.3,0742
20250317,406,37.66557,127.03042,56.6,2.9,7.5,1412,-2.4,0646,-2.4,0646,7.5,1412,0.2,0315
20250317,407,37.62186,127.09192,25.3,3.2,7.6,1330,-3.5,0444,-3.5,0444,7.6,1330,-0.4,0519
20250317,408,37.58463,127.06036,54.0,3.0,6.8,1359,-0.2,0626,-0.2,0626,6.8,1359,-0.2,0156
20250317,409,37.58551,127.08682,39.1,3.1,6.8,1450,0.3,0638,0.3,0638,6.8,1450,-0.1,0154
20250317,410,37.49330,126.91746,41.8,1.3,6.1,1514,-2.3,0642,-2.3,0642,6.1,1514,-1.5,0819
20250317,411,37.55165,126.92915,100.7,1.8,6.3,1428,-1.3,0641,-1.3,0641,6.3,1428,-0.6,0730
20250317,412,37.57047,126.94078,103.1,1.6,7.1,1428,-1.9,0408,-1.9,0408,7.1,1428,-0.8,0514
20250317,413,37.53344,127.08601,29.9,3.3,7.8,1332,0.3,0647,0.3,0647,7.8,1332,0.3,0109
20250317,414,37.61134,126.99981,128.6,2.0,6.2,1403,-1.1,0630,-1.1,0630,6.2,1403,-0.8,0736
20250317,415,37.51955,126.97629,31.7,2.9,7.0,1509,0.1,0741,0.1,0741,7.0,1509,0.2,0428
20250317,416,37.64647,126.94273,55.0,1.0,6.1,1323,-5.0,0630,-5.0,0630,6.1,1323,-0.7,0554
20250317,417,37.46551,126.90016,45.0,2.7,5.7,1342,0.2,0632,0.2,0632,5.7,1342,0.1,0352
20250317,418,37.52489,126.93904,10.7,2.8,6.4,1356,0.2,0633,0.2,0633,6.4,1356,0.4,0411
20250317,419,37.55236,126.98736,267.1,0.9,6.3,1429,-2.7,0647,-2.7,0647,6.3,1429,-1.9,0738
20250317,421,37.54721,127.03885,34.7,2.8,7.0,1411,-99.9,0618,-99.9,0618,7.0,1411,0.2,0427
20250317,423,37.49328,126.82629,56.1,2.9,7.0,1351,-0.3,0642,-0.3,0642,7.0,1351,-99.9,0348
20250317,424,37.63801,127.00981,69.8,2.3,6.4,1337,-0.9,0705,-0.9,0705,6.4,1337,-0.2,0452
20250317,425,37.46347,126.98154,113.0,2.0,6.5,1453,-1.7,0534,-1.7,0534,6.5,1453,-0.7,0408
20250318,108,37.57142,126.96580,85.7,2.1,5.6,1636,0.3,0711,0.3,0711,5.6,1636,-1.9,0543
20250318,400,37.49820,127.08162,12.7,2.5,6.0,1514,0.3,0038,0.3,0418,6.0,1514,-1.2,0535
20250318,401,37.48462,127.02601,33.0,2.4,6.4,1618,0.1,0414,0.1,0414,6.4,1618,-1.5,0451
20250318,402,37.55556,127.14498,55.3,2.0,6.2,1601,-0.5,0135,-0.1,0301,6.2,1601,-1.5,0650
20250318,403,37.47426,127.12538,54.0,2.2,5.8,1633,-99.9,0129,0.1,0303,5.8,1633,-1.2,0616
20250318,404,37.57390,126.82953,9.3,2.6,7.2,1508,0.4,0835,0.4,0835,7.2,1508,-2.7,0557
20250318,405,37.52823,126.87937,22.8,2.4,5.8,1552,0.3,0742,0.3,0742,5.8,1552,-0.2,0626
20250318,406,37.66557,127.03042,56.6,2.4,7.7,1533,0.2,0315,0.2,0315,7.7,1533,-4.0,0636
20250318,407,37.62186,127.09192,25.3,2.2,6.8,1509,-0.4,0519,-0.4,0519,6.8,1509,-5.8,0629
20250318,408,37.58463,127.06036,54.0,2.1,6.1,1617,-0.2,0156,-0.2,0517,6.1,1617,-0.6,0606
20250318,409,37.58551,127.08682,39.1,2.1,6.0,1616,-0.1,0154,0.1,0433,6.0,1616,-0.8,0635
20250318,410,37.49330,126.91746,41.8,0.6,4.5,1641,-1.5,0819,-1.5,0819,4.5,1641,-2.7,0627
20250318,411,37.55165,126.92915,100.7,1.3,5.0,1520,-0.6,0730,-0.6,0730,5.0,1520,-1.5,0606
20250318,412,37.57047,126.94078,103.1,1.2,5.6,1518,-0.8,0514,-0.8,0514,5.6,1518,-2.9,0622
20250318,413,37.53344,127.08601,29.9,2.5,6.1,1549,0.3,0109,0.5,0301,6.1,1549,-0.1,0639
20250318,414,37.61134,126.99981,128.6,1.4,5.3,1454,-0.8,0736,-0.8,0736,5.3,1454,-2.2,0656
20250318,415,37.51955,126.97629,31.7,-99.9,-99.9,0000,-99.9,0000,0.2,0428,5.4,1455,-99.9,0000
20250318,416,37.64647,126.94273,55.0,1.1,6.0,1616,-2.5,2338,-0.7,0554,6.0,1616,-6.2,0631
20250318,417,37.46551,126.90016,45.0,2.2,6.1,1536,0.1,0352,0.1,0352,6.1,1536,-0.7,0640
20250318,418,37.52489,126.93904,10.7,2.5,5.7,1539,0.4,0411,0.4,0411,5.7,1539,0.2,0630
20250318,419,37.55236,126.98736,267.1,-0.2,2.6,1601,-1.9,0738,-1.9,0738,2.6,1601,-2.6,0611
20250318,421,37.54721,127.03885,34.7,2.2,5.8,1613,0.2,0427,0.2,0427,5.8,1613,-0.4,0609
20250318,423,37.49328,126.82629,56.1,2.1,5.9,1528,-99.9,0348,-99.9,0348,5.9,1528,-2.2,0445
20250318,424,37.63801,127.00981,69.8,1.6,5.8,1545,-0.2,0452,-0.2,0452,5.8,1545,-3.3,0628
20250318,425,37.46347,126.98154,113.0,1.2,5.1,1611,-0.7,0408,-0.7,0408,5.1,1611,-3.2,0625
20250319,108,37.57142,126.96580,85.7,2.4,7.3,1459,-1.9,0543,-1.9,0543,7.3,1459,1.7,2311
20250319,400,37.49820,127.08162,12.7,3.1,7.7,1400,-1.2,0535,-1.2,0535,7.7,1400,1.5,2332
20250319,401,37.48462,127.02601,33.0,2.9,8.1,1449,-1.5,0451,-1.5,0451,8.1,1449,0.7,2320
20250319,402,37.55556,127.14498,55.3,3.2,7.4,1534,-1.5,0650,-1.5,0650,7.4,1534,2.3,2341
20250319,403,37.47426,127.12538,54.0,2.9,7.1,1455,-1.2,0616,-1.2,0616,7.1,1455,1.9,0659
20250319,404,37.57390,126.82953,9.3,2.6,7.9,1403,-2.7,0557,-2.7,0557,7.9,1403,2.7,2213
20250319,405,37.52823,126.87937,22.8,3.2,6.9,1549,-0.2,0626,-0.2,0626,6.9,1549,2.8,2254
20250319,406,37.66557,127.03042,56.6,2.0,8.6,1510,-4.0,0636,-4.0,0636,8.6,1510,-0.5,2316
20250319,407,37.62186,127.09192,25.3,1.6,7.9,1439,-5.8,0629,-5.8,0629,7.9,1439,-2.3,2328
20250319,408,37.58463,127.06036,54.0,3.3,6.9,1547,-0.6,0606,-0.6,0606,6.9,1547,2.4,2221
20250319,409,37.58551,127.08682,39.1,3.3,6.9,1605,-0.8,0635,-0.8,0635,6.9,1605,2.7,2322
20250319,410,37.49330,126.91746,41.8,1.1,6.0,1525,-2.7,0627,-2.7,0627,6.0,1525,0.2,2233
20250319,411,37.55165,126.92915,100.7,2.2,6.0,1612,-1.5,0606,-1.5,0606,6.0,1612,2.0,2227
20250319,412,37.57047,126.94078,103.1,1.8,7.0,1338,-2.9,0622,-2.9,0622,7.0,1338,0.7,2036
20250319,413,37.53344,127.08601,29.9,3.5,7.6,1535,-0.1,0639,-0.1,0639,7.6,1535,2.5,2246
20250319,414,37.61134,126.99981,128.6,2.0,6.0,1455,-2.2,0656,-2.2,0656,6.0,1455,0.8,2328
20250319,415,37.51955,126.97629,31.7,-99.9,-99.9,0000,-99.9,0000,-99.9,0000,-99.9,0000,-99.9,0000
20250319,416,37.64647,126.94273,55.0,0.4,6.9,1616,-6.2,0631,-6.2,0631,6.9,1616,-2.4,2306
20250319,417,37.46551,126.90016,45.0,2.9,6.7,1321,-0.7,0640,-0.7,0640,6.7,1321,2.2,2310
20250319,418,37.52489,126.93904,10.7,3.1,6.8,1436,0.2,0630,0.2,0630,6.8,1436,3.2,2307
20250319,419,37.55236,126.98736,267.1,1.1,5.5,1501,-2.6,0611,-2.6,0611,5.5,1501,0.1,2309
20250319,421,37.54721,127.03885,34.7,3.4,7.0,1459,-0.4,0609,-0.4,0609,7.0,1459,2.5,2259
20250319,423,37.49328,126.82629,56.1,2.9,7.8,1601,-2.2,0445,-2.2,0445,7.8,1601,0.7,0549
20250319,424,37.63801,127.00981,69.8,1.6,6.3,1414,-3.3,0628,-3.3,0628,6.3,1414,-0.6,2319
20250319,425,37.46347,126.98154,113.0,1.4,6.4,1551,-3.2,0625,-3.2,0625,6.4,1551,-0.8,2228
20250320,108,37.57142,126.96580,85.7,8.2,15.0,1448,2.2,0001,2.8,0656,15.0,1448,7.9,0125
20250320,400,37.49820,127.08162,12.7,8.5,15.7,1437,2.3,0656,2.3,0656,15.7,1437,7.9,2357
20250320,401,37.48462,127.02601,33.0,8.2,16.9,1432,1.2,0005,1.5,0640,16.9,1432,7.5,2248
20250320,402,37.55556,127.14498,55.3,8.2,15.4,1505,2.3,0710,2.3,0710,15.4,1505,8.0,0451
20250320,403,37.47426,127.12538,54.0,8.3,15.6,1521,1.9,0659,1.9,0659,15.6,1521,8.1,0407
20250320,404,37.57390,126.82953,9.3,8.3,15.1,1520,2.9,0003,3.1,0648,15.1,1520,7.5,0356
20250320,405,37.52823,126.87937,22.8,8.0,14.4,1554,2.9,0001,3.1,0505,14.4,1554,7.5,0142
20250320,406,37.66557,127.03042,56.6,8.3,16.1,1544,0.4,0001,1.9,0408,16.1,1544,6.2,0237
20250320,407,37.62186,127.09192,25.3,7.8,15.8,1440,-1.0,0001,1.5,0301,15.8,1440,8.1,0408
20250320,408,37.58463,127.06036,54.0,8.2,15.2,1501,3.1,0004,3.2,0339,15.2,1501,8.0,0513
20250320,409,37.58551,127.08682,39.1,8.2,14.8,1430,2.8,0643,2.8,0643,14.8,1430,8.0,0614
20250320,410,37.49330,126.91746,41.8,7.0,14.7,1424,0.4,0625,0.4,0625,14.7,1424,6.1,2334
20250320,411,37.55165,126.92915,100.7,7.5,14.8,1402,2.0,0007,2.6,0642,14.8,1402,6.9,2249
20250320,412,37.57047,126.94078,103.1,7.4,15.0,1502,1.0,0612,1.0,0612,15.0,1502,7.0,2308
20250320,413,37.53344,127.08601,29.9,8.7,16.3,1529,2.8,0033,3.1,0703,16.3,1529,8.2,2312
20250320,414,37.61134,126.99981,128.6,7.1,13.6,1531,1.5,0004,2.1,0643,13.6,1531,7.0,0204
20250320,415,37.51955,126.97629,31.7,-99.9,-99.9,0000,-99.9,0000,-99.9,0000,15.2,1515,8.2,0435
20250320,416,37.64647,126.94273,55.0,7.0,14.9,1603,-1.2,0001,-0.2,0626,14.9,1603,5.5,2035
20250320,417,37.46551,126.90016,45.0,8.0,14.5,1502,2.4,0557,2.4,0557,14.5,1502,7.2,0615
20250320,418,37.52489,126.93904,10.7,8.5,15.4,1554,3.3,0002,3.5,0615,15.4,1554,8.1,0201
20250320,419,37.55236,126.98736,267.1,6.3,14.5,1530,0.5,0021,0.9,0656,14.5,1530,5.7,2308
20250320,421,37.54721,127.03885,34.7,8.4,15.2,1539,2.9,0703,2.9,0703,15.2,1539,7.9,0525
20250320,423,37.49328,126.82629,56.1,7.7,14.4,1416,0.7,0549,0.7,0549,14.4,1416,6.8,0044
20250320,424,37.63801,127.00981,69.8,7.4,14.7,1507,0.6,0001,1.5,0700,14.7,1507,7.4,0205
20250320,425,37.46347,126.98154,113.0,6.9,14.5,1534,-0.5,0627,-0.5,0627,14.5,1534,3.9,0506
20250321,108,37.57142,126.96580,85.7,11.6,18.7,1555,7.9,0125,7.9,0301,18.7,1555,6.1,0645
20250321,400,37.49820,127.08162,12.7,12.5,20.2,1448,7.9,0001,8.1,0439,20.2,1448,6.2,0519
20250321,401,37.48462,127.02601,33.0,12.2,20.3,1417,7.5,0003,7.6,0303,20.3,1417,5.9,0526
20250321,402,37.55556,127.14498,55.3,12.1,19.4,1424,8.0,0451,8.0,0451,19.4,1424,6.5,0544
20250321,403,37.47426,127.12538,54.0,12.5,19.7,1516,8.1,0407,8.1,0407,19.7,1516,8.7,0536
20250321,404,37.57390,126.82953,9.3,11.5,18.7,1455,7.5,0356,7.5,0356,18.7,1455,6.8,0559
20250321,405,37.52823,126.87937,22.8,11.2,17.8,1434,7.5,0142,7.5,0301,17.8,1434,8.3,0401
20250321,406,37.66557,127.03042,56.6,11.7,20.2,1432,6.2,0237,6.5,0302,20.2,1432,4.5,0646
20250321,407,37.62186,127.09192,25.3,11.8,19.5,1431,5.9,2346,8.1,0408,19.5,1431,1.9,0441
20250321,408,37.58463,127.06036,54.0,11.8,18.8,1542,8.0,0513,8.0,0513,18.8,1542,7.9,0428
20250321,409,37.58551,127.08682,39.1,11.9,18.9,1445,8.0,0614,8.0,0614,18.9,1445,8.4,0548
20250321,410,37.49330,126.91746,41.8,10.5,17.9,1441,6.1,0714,6.1,0714,17.9,1441,6.5,0540
20250321,411,37.55165,126.92915,100.7,10.9,17.8,1532,6.9,0128,7.0,0301,17.8,1532,7.8,0248
20250321,412,37.57047,126.94078,103.1,10.8,19.0,1527,7.0,0119,7.0,0301,19.0,1527,7.2,0417
20250321,413,37.53344,127.08601,29.9,12.2,19.7,1347,8.2,0229,8.2,0301,19.7,1347,8.2,0557
20250321,414,37.61134,126.99981,128.6,10.8,17.9,1547,7.0,0204,7.0,0357,17.9,1547,6.7,0559
20250321,415,37.51955,126.97629,31.7,11.9,18.8,1426,8.2,0435,8.2,0435,18.8,1426,6.1,0521
20250321,416,37.64647,126.94273,55.0,10.7,18.3,1357,5.2,2253,7.4,0301,18.3,1357,3.0,0502
20250321,417,37.46551,126.90016,45.0,11.3,18.2,1442,7.2,0615,7.2,0615,18.2,1442,8.4,0450
20250321,418,37.52489,126.93904,10.7,11.6,18.5,1358,8.1,0201,8.2,0301,18.5,1358,7.8,0612
20250321,419,37.55236,126.98736,267.1,10.1,18.3,1516,5.7,0143,5.8,0301,18.3,1516,7.0,2207
20250321,421,37.54721,127.03885,34.7,11.9,18.5,1402,7.9,0525,7.9,0525,18.5,1402,8.3,0456
20250321,423,37.49328,126.82629,56.1,10.8,18.3,1527,6.8,0044,6.9,0301,18.3,1527,7.1,0258
20250321,424,37.63801,127.00981,69.8,11.5,18.6,1455,7.4,0205,7.4,0304,18.6,1455,4.6,0605
